,3.81,11.43,22.86,38.10,53.34,68.58,83.82,99.06,114.30,,,
ACPL,1.2,12.9,41.7,87.0,134.8,182.9,182.9,182.9,182.9,,,
ACSA1,11.6,22.4,44.1,81.8,127.3,178.6,233.5,290.3,347.2,,,
ACSA2,1.5,15.5,47.9,97.3,148.4,199.1,199.1,199.1,199.1,,,
CASP,5.5,11.3,23.2,43.9,68.7,96.1,124.7,153.3,153.3,,,
CR,2.8,15.8,37.0,63.0,63.0,63.0,63.0,63.0,63.0,,,
FRAM,2.0,18.4,55.0,109.4,164.7,219.2,272.4,324.2,324.2,,,
FRPE,1.3,14.2,45.8,95.4,147.6,200.2,252.4,252.4,252.4,,,
GLTR,2.2,21.6,66.2,133.8,203.3,272.3,340.1,340.1,340.1,,,
ILOP,2.7,8.1,21.6,21.6,21.6,21.6,21.6,21.6,21.6,,,
JUNI,2.5,20.1,55.3,104.6,152.8,199.0,243.3,285.8,285.8,,,
LIST,1.1,8.7,31.1,75.6,129.0,184.4,184.4,184.4,184.4,,,
MA2,2.0,14.2,36.8,67.1,95.8,95.8,95.8,95.8,95.8,,,
PIED,0.9,6.4,16.7,30.7,30.7,30.7,30.7,30.7,30.7,,,
PIPU,1.4,9.0,22.3,39.4,55.3,70.0,70.0,70.0,70.0,,,
PISY,1.2,6.2,20.9,52.5,96.0,149.6,149.6,149.6,149.6,,,
PLAC,2.9,23.8,66.1,125.7,184.1,240.4,294.5,294.5,294.5,,,
PLOC,0.9,12.4,44.3,98.7,158.8,221.4,285.0,348.9,348.9,,,
PYCA,0.8,10.7,38.6,86.6,139.9,139.9,139.9,139.9,139.9,,,
QURU,2.0,20.2,62.0,125.4,190.7,255.5,319.1,319.1,319.1,,,
ROPS,4.5,17.9,35.3,54.3,70.1,83.8,95.9,107.0,117.1,,,
TIAM,1.8,9.3,29.9,69.8,118.4,170.1,170.1,170.1,170.1,,,
ULPU,5.5,14.4,33.7,66.6,103.0,138.6,169.8,193.9,208.9,,,
BDL OTHER,1.3,14.2,45.8,95.4,147.6,200.2,252.4,252.4,252.4,,,
BDM OTHER,1.2,12.9,41.7,87.0,134.8,182.9,182.9,182.9,182.9,,,
BDS OTHER,2.0,14.2,36.8,67.1,95.8,95.8,95.8,95.8,95.8,,,
CEL OTHER,1.4,9.0,22.3,39.4,55.3,70.0,70.0,70.0,70.0,,,
CEM OTHER,1.2,6.2,20.9,52.5,96.0,149.6,149.6,149.6,149.6,,,
CES OTHER,0.9,6.4,16.7,30.7,30.7,30.7,30.7,30.7,30.7,,,
,3,4,5,6,7,8,9,10,11,,,
,,,,,,,,,,,,
,Leaf Surface Area (m2/tree),,,,,,0,,,,,
,,,Midpoint of DBH class (cm),,,,,,,,,
